Model,Dataset,Porosity,Permeability,Min_Local_Thickness,Mean_Local_Thickness,Max_Local_Thickness,Minkowski_Volume,Minkowski_Surface_Area,Minkowski_Mean_Curvature,Minkowski_Euler_Characteristic,Bias_Error_,Magnitude_Error_,Correlation,Angular_Error_Deg,Flux_Error,Tortuosity_Error_,Divergent_Residual_
Ko et. al (Etapas 3),Spherical Grains,0.28307060185185184,1149.6900634765625,1.0,8.46957886764815,15.107070451545495,482191.0,13132.756824627137,161.66245795465971,-3.3720953567595324,15.388957977294922,23.427894592285156,0.9532852564048181,26.46538543701172,0.7788565754890442,6.8918023109436035,60.287132263183594
Ko et. al (Etapas 3),Spherical Grains,0.28307060185185184,1149.6900634765625,1.0,8.469578867648147,15.107070451545495,482191.0,13132.756824627137,161.66245795465971,-3.3720953567595324,17.184322357177734,23.247028350830078,0.956519477567369,27.274242401123047,0.5506919026374817,7.639221668243408,59.657676696777344
Ko et. al (Etapas 3),Spherical Grains,0.28307060185185184,1149.6900634765625,1.0,8.469578867648146,15.107070451545495,482191.0,13132.756824627137,161.66245795465971,-3.3720953567595324,18.60338592529297,25.465576171875,0.9465304044534519,25.319210052490234,0.7239536643028259,4.007518768310547,60.334556579589844
Ko et. al (Etapas 3),Spherical Grains,0.2901082175925926,702.62255859375,1.0,7.886354555122582,21.377557401544117,495771.0,14166.725954096748,178.08274924451976,-2.3077466748324826,50.17235565185547,52.897525787353516,0.9263831304737865,27.286426544189453,0.7502737045288086,4.639500141143799,56.033573150634766
Ko et. al (Etapas 3),Spherical Grains,0.2901082175925926,702.62255859375,1.0,7.886354555122581,21.377557401544117,495771.0,14166.725954096752,178.08274924451976,-2.3077466748324826,46.32653045654297,51.74492645263672,0.9411522304351726,29.06207847595215,0.772315502166748,7.700996398925781,57.235252380371094
Ko et. al (Etapas 3),Spherical Grains,0.2901082175925926,702.62255859375,1.0,7.886354555122582,21.377557401544117,495771.0,14166.725954096748,178.08274924451985,-2.3077466748324826,39.90656661987305,42.57405090332031,0.9363068105365274,26.317909240722656,0.7006346583366394,6.887929439544678,55.48900604248047
Ko et. al (Etapas 3),Spherical Grains,0.2901082175925926,702.62255859375,1.0,7.886354555122582,21.377557401544117,495771.0,14166.725954096752,178.08274924451976,-2.3077466748324826,42.544403076171875,48.05258560180664,0.9169904988212491,28.623117446899414,0.7484592199325562,7.712564945220947,57.43368148803711
Ko et. al (Etapas 3),Spherical Grains,0.2456082175925926,978.9488525390625,1.0,7.946310073085339,17.378147002013918,417663.0,12408.347230081368,182.97492842177385,0.6863556920837987,7.545406818389893,18.79937744140625,0.9612344390312808,29.55893898010254,1.0612486600875854,3.84006404876709,60.56190872192383
Ko et. al (Etapas 3),Spherical Grains,0.2456082175925926,978.94873046875,1.0,7.946310073085339,17.378147002013918,417663.0,12408.347230081368,182.9749284217738,0.6863556920837987,12.903188705444336,20.523395538330078,0.9574044877356545,25.2311954498291,0.5449033379554749,2.6169378757476807,58.82649230957031
Ko et. al (Etapas 3),Spherical Grains,0.2456082175925926,978.94873046875,1.0,7.946310073085336,17.378147002013918,417663.0,12408.347230081372,182.97492842177388,0.6863556920837987,8.307793617248535,16.019031524658203,0.9642318427351432,29.4388370513916,1.0950357913970947,2.805773973464966,60.521976470947266
Ko et. al (Etapas 3),Spherical Grains,0.2456082175925926,978.94873046875,1.0,7.946310073085336,17.378147002013918,417663.0,12408.347230081368,182.97492842177388,0.6863556920837987,7.71739387512207,19.21773910522461,0.9550789404031969,26.078886032104492,0.6587009429931641,1.8618210554122925,58.89546585083008
Ko et. al (Etapas 3),Spherical Grains,0.3405295138888889,1539.9305419921875,1.0,8.889522250026477,16.806304838990258,580519.0,14013.318660646195,74.71294048564138,-9.201145147500199,7.92468786239624,21.507265090942383,0.9443895714118445,28.17842674255371,0.48475414514541626,7.08814811706543,57.56716537475586
Ko et. al (Etapas 3),Spherical Grains,0.3405295138888889,1539.930908203125,1.0,8.88952225002648,16.806304838990258,580519.0,14013.318660646197,74.71294048564138,-9.201145147500199,2.635845899581909,19.048723220825195,0.9576709894670543,26.332578659057617,0.6313274502754211,5.308474063873291,56.99174880981445
Ko et. al (Etapas 3),Spherical Grains,0.3405295138888889,1539.9305419921875,1.0,8.889522250026484,16.806304838990258,580519.0,14013.318660646195,74.71294048564137,-9.201145147500199,4.35333251953125,19.702899932861328,0.9464935945656067,25.811504364013672,0.49518024921417236,6.5481085777282715,57.220611572265625
Ko et. al (Etapas 3),Spherical Grains,0.3405295138888889,1539.930908203125,1.0,8.889522250026477,16.806304838990258,580519.0,14013.318660646195,74.71294048564137,-9.201145147500199,6.005703449249268,21.012493133544922,0.9495637854570558,25.607891082763672,0.603794276714325,3.590583324432373,56.264041900634766
Ko et. al (Etapas 3),Spherical Grains,0.31915162037037037,1142.37353515625,1.0,8.85458115148284,17.029387430847528,543350.0,13975.62820559387,97.89060079647247,-6.604930138313658,18.95569610595703,26.84345817565918,0.8801483101707962,27.774028778076172,0.4071541428565979,11.774852752685547,57.2843132019043
Ko et. al (Etapas 3),Spherical Grains,0.31915162037037037,1142.37353515625,1.0,8.854581151482842,17.029387430847528,543350.0,13975.62820559387,97.89060079647246,-6.604930138313658,8.223090171813965,21.16680908203125,0.9427367835546063,23.735511779785156,0.7189757227897644,4.2981462478637695,55.78782272338867
Ko et. al (Etapas 3),Spherical Grains,0.31915162037037037,1142.373291015625,1.0,8.854581151482842,17.029387430847528,543350.0,13975.62820559387,97.89060079647247,-6.604930138313658,12.697850227355957,30.088260650634766,0.8364927668792888,28.110132217407227,0.4268300533294678,12.551462173461914,57.45880126953125
Ko et. al (Etapas 3),Spherical Grains,0.31915162037037037,1142.3734130859375,1.0,8.854581151482842,17.029387430847528,543350.0,13975.62820559387,97.89060079647247,-6.604930138313658,8.3084077835083,20.82649803161621,0.9457107720043331,23.03128433227539,0.7091249227523804,5.660693645477295,54.63411331176758
Ko et. al (Etapas 3),Spherical Grains,0.1523466435185185,48.06578826904297,1.0,7.003293135356952,14.955962696443185,257079.0,8648.789369160286,182.14860059193418,5.421215249067685,236.01959228515625,52.52827835083008,0.29957653139523477,42.124656677246094,2.6620683670043945,3.393338203430176,66.17418670654297
Ko et. al (Etapas 3),Spherical Grains,0.1523466435185185,48.0657844543457,1.0,7.00329313535695,14.955962696443185,257079.0,8648.789369160288,182.14860059193418,5.421215249067685,182.88101196289062,52.94947052001953,0.29713858829311734,48.366512298583984,2.734248161315918,7.8668904304504395,70.1434326171875
Ko et. al (Etapas 3),Spherical Grains,0.1523466435185185,48.0657844543457,1.0,7.003293135356951,14.955962696443185,257079.0,8648.789369160288,182.1486005919342,5.421215249067685,228.11546325683594,51.69038772583008,0.2640658050597098,42.21942901611328,2.613163948059082,4.002224922180176,67.92325592041016
Ko et. al (Etapas 3),Spherical Grains,0.1523466435185185,48.06578826904297,1.0,7.00329313535695,14.955962696443185,257079.0,8648.789369160288,182.14860059193418,5.421215249067685,215.09039306640625,61.024871826171875,0.32301713389733533,44.854007720947266,2.988840103149414,8.230379104614258,69.91370391845703
Ko et. al (Etapas 3),Spherical Grains,0.40594155092592593,1584.1890869140625,1.0,8.160337605762946,20.61552698012249,692505.0,17809.928490450537,1.343988760483573e+17,-11.061268544886726,29.233407974243164,35.26072692871094,0.9435264722685308,22.517236709594727,0.6221498847007751,5.430048942565918,49.12311935424805
Ko et. al (Etapas 3),Spherical Grains,0.40594155092592593,1584.1888427734375,1.0,8.160337605762946,20.61552698012249,692505.0,17809.928490450537,1.343988760483573e+17,-11.061268544886726,37.418792724609375,42.87636947631836,0.9320884645351178,21.678861618041992,0.7539654970169067,9.046882629394531,50.82089614868164
Ko et. al (Etapas 3),Spherical Grains,0.40594155092592593,1584.1888427734375,1.0,8.160337605762946,20.61552698012249,692505.0,17809.928490450537,1.343988760483573e+17,-11.061268544886726,39.2093505859375,46.65397644042969,0.921158876807061,22.773197174072266,0.7975569367408752,8.227169036865234,49.9876594543457
Ko et. al (Etapas 3),Spherical Grains,0.40594155092592593,1584.1888427734375,1.0,8.160337605762948,20.61552698012249,692505.0,17809.928490450537,1.343988760483573e+17,-11.061268544886726,34.857421875,40.05957794189453,0.9353830793813084,21.979625701904297,0.6639313101768494,6.068367004394531,50.248329162597656
Ko et. al (Etapas 3),Spherical Grains,0.3831221064814815,1512.7916259765625,1.0,7.256554636403909,12.963734131138082,654485.0,18000.885089802126,81.74536473168115,-7.579754164751516,24.882856369018555,27.998937606811523,0.9522775359618755,23.627731323242188,0.5089609026908875,2.9578588008880615,49.9511604309082
Ko et. al (Etapas 3),Spherical Grains,0.3831221064814815,1512.79150390625,1.0,7.256554636403911,12.963734131138082,654485.0,18000.885089802126,81.74536473168115,-7.579754164751516,27.41261100769043,30.160198211669922,0.9562387351446817,23.949359893798828,0.4092617928981781,3.0693562030792236,51.82200241088867
Ko et. al (Etapas 3),Spherical Grains,0.3831221064814815,1512.79150390625,1.0,7.256554636403911,12.963734131138082,654485.0,18000.885089802126,81.74536473168115,-7.579754164751516,27.965627670288086,30.055639266967773,0.9595727862016626,23.18781852722168,0.4982779324054718,3.0037503242492676,50.099464416503906
Ko et. al (Etapas 3),Spherical Grains,0.3831221064814815,1512.79150390625,1.0,7.256554636403913,12.963734131138082,654485.0,18000.885089802126,81.74536473168115,-7.579754164751516,28.3220272064209,31.005863189697266,0.9529934001847727,23.6547794342041,0.42223241925239563,3.1764893531799316,51.484344482421875
Ko et. al (Etapas 3),Spherical Grains,0.37383912037037037,1150.5389404296875,1.0,7.8036471221815455,13.59762391083298,638546.0,17398.223439612193,103.57690980374349,-10.852377682078615,33.28145217895508,39.68949890136719,0.9003211780866031,28.729337692260742,0.492763876914978,9.05731201171875,54.82685470581055
Ko et. al (Etapas 3),Spherical Grains,0.37383912037037037,1150.5389404296875,1.0,7.8036471221815455,13.59762391083298,638546.0,17398.22343961219,103.57690980374349,-10.852377682078615,33.26454162597656,38.741905212402344,0.9039170595144126,26.34282684326172,0.6473734974861145,8.275749206542969,55.505828857421875
Ko et. al (Etapas 3),Spherical Grains,0.37383912037037037,1150.5389404296875,1.0,7.803647122181543,13.59762391083298,638546.0,17398.223439612193,103.57690980374346,-10.852377682078615,30.04112434387207,36.3868522644043,0.9160695930742238,29.353601455688477,0.4698779284954071,9.69746208190918,54.23321533203125
Ko et. al (Etapas 3),Spherical Grains,0.37383912037037037,1150.5389404296875,1.0,7.803647122181546,13.59762391083298,638546.0,17398.223439612197,103.57690980374349,-10.852377682078615,31.958606719970703,36.31562423706055,0.9256104955030713,26.3828125,0.6621924638748169,5.4589362144470215,55.86297607421875
Ko et. al (Etapas 3),Spherical Grains,0.33216666666666667,1754.35498046875,1.0,7.752450919244407,13.399466542339818,566142.0,15586.873570328047,119.10539213585689,-6.6148773222569,27.475433349609375,28.056913375854492,0.9760754016778787,23.850561141967773,0.37338680028915405,3.322991132736206,51.414031982421875
Ko et. al (Etapas 3),Spherical Grains,0.33216666666666667,1754.355224609375,1.0,7.752450919244405,13.399466542339818,566142.0,15586.873570328053,119.10539213585692,-6.6148773222569,30.968074798583984,32.08424758911133,0.9533337778153993,26.96233367919922,0.6229336261749268,9.094104766845703,55.437583923339844
Ko et. al (Etapas 3),Spherical Grains,0.33216666666666667,1754.355224609375,1.0,7.752450919244407,13.399466542339818,566142.0,15586.873570328049,119.10539213585689,-6.6148773222569,26.656631469726562,27.70983123779297,0.9748472175402981,23.82112693786621,0.36133211851119995,2.557492971420288,51.73823928833008
Ko et. al (Etapas 3),Spherical Grains,0.33216666666666667,1754.355224609375,1.0,7.752450919244405,13.399466542339818,566142.0,15586.873570328049,119.10539213585692,-6.6148773222569,30.447980880737305,31.420486450195312,0.9633343566380945,27.052690505981445,0.623370349407196,9.2745943069458,56.116817474365234
Ko et. al (Etapas 3),Spherical Grains,0.3288391203703704,1463.4454345703125,1.0,7.545575786994382,13.399466542339818,560148.0,15906.591398050696,154.51866467384164,-5.102905362883894,37.87639617919922,37.50263214111328,0.90464221074711,24.97916030883789,0.6906158328056335,0.46264272928237915,54.978397369384766
Ko et. al (Etapas 3),Spherical Grains,0.3288391203703704,1463.445556640625,1.0,7.545575786994382,13.399466542339818,560148.0,15906.591398050696,154.51866467384164,-5.102905362883894,34.0008430480957,34.25696563720703,0.9117144569309711,24.551969528198242,0.6218461394309998,1.1465028524398804,54.18730163574219
Ko et. al (Etapas 3),Spherical Grains,0.3288391203703704,1463.4453125,1.0,7.545575786994384,13.399466542339818,560148.0,15906.591398050698,154.51866467384167,-5.102905362883894,38.94708251953125,39.5927734375,0.9100933664164963,26.070077896118164,0.6813598871231079,2.003701686859131,54.79753112792969
Ko et. al (Etapas 3),Spherical Grains,0.3288391203703704,1463.4453125,1.0,7.545575786994382,13.399466542339818,560148.0,15906.591398050696,154.51866467384167,-5.102905362883894,40.59640121459961,41.15629577636719,0.9119675137665714,24.01911163330078,0.6001051068305969,0.9439695477485657,54.58413314819336
Ko et. al (Etapas 3),Spherical Grains,0.35721469907407405,1194.9425048828125,1.0,9.733587012174848,21.771542242745642,605432.0,14622.424006223198,102.43851316869761,-7.6593316362974635,11.374088287353516,34.10663986206055,0.9277337642884013,31.69640350341797,0.5555295348167419,0.5101354122161865,61.37357711791992
Ko et. al (Etapas 3),Spherical Grains,0.35721469907407405,1194.9425048828125,1.0,9.73358701217485,21.771542242745642,605432.0,14622.424006223198,102.43851316869758,-7.6593316362974635,7.621116638183594,37.40874481201172,0.8983342358790111,30.458255767822266,0.9327195882797241,0.9550104737281799,60.89399337768555
Ko et. al (Etapas 3),Spherical Grains,0.35721469907407405,1194.9425048828125,1.0,9.733587012174855,21.771542242745642,605432.0,14622.424006223197,102.43851316869757,-7.6593316362974635,4.011030673980713,34.89101028442383,0.9232220053874343,31.150562286376953,0.6322879791259766,2.8856287002563477,62.03036880493164
Ko et. al (Etapas 3),Spherical Grains,0.35721469907407405,1194.9425048828125,1.0,9.733587012174848,21.771542242745642,605432.0,14622.424006223198,102.43851316869761,-7.6593316362974635,6.345818996429443,31.61956787109375,0.9337094443457805,30.240741729736328,0.9546381235122681,1.486549735069275,60.328529357910156
Ko et. al (Etapas 3),Spherical Grains,0.35420717592592593,3543.81396484375,1.0,10.399789846425113,19.34142391248166,604229.0,13383.37593856214,116.36884022710143,-8.146743649516393,22.480680465698242,30.143077850341797,0.9594190921325236,29.541362762451172,0.7420057058334351,2.902085304260254,61.1993293762207
Ko et. al (Etapas 3),Spherical Grains,0.35420717592592593,3543.813720703125,1.0,10.399789846425119,19.34142391248166,604229.0,13383.375938562143,116.36884022710143,-8.146743649516393,25.949525833129883,32.7540283203125,0.942822538044036,30.34757423400879,0.8784632682800293,3.9405245780944824,60.37207794189453
Ko et. al (Etapas 3),Spherical Grains,0.35420717592592593,3543.81396484375,1.0,10.399789846425112,19.34142391248166,604229.0,13383.37593856214,116.36884022710143,-8.146743649516393,23.50743293762207,31.841278076171875,0.9648452132324453,29.93663215637207,0.7521910071372986,5.3943562507629395,61.14729690551758
Ko et. al (Etapas 3),Spherical Grains,0.35420717592592593,3543.81396484375,1.0,10.399789846425117,19.34142391248166,604229.0,13383.37593856214,116.36884022710143,-8.146743649516393,21.501922607421875,29.93381118774414,0.9465471450125414,30.980165481567383,0.9040112495422363,5.5688323974609375,60.00933074951172
Ko et. al (Etapas 3),Spherical Grains,0.3856689814814815,1867.8936767578125,1.0,10.09198566445777,18.09124756360033,659782.0,13451.933710312042,54.59404658456983,-1.4025529359973277,13.924894332885742,26.36696434020996,0.9513278947779555,22.198795318603516,0.45221349596977234,0.34220075607299805,54.15685272216797
Ko et. al (Etapas 3),Spherical Grains,0.3856689814814815,1867.8936767578125,1.0,10.091985664457766,18.09124756360033,659782.0,13451.933710312042,54.59404658456983,-1.4025529359973277,8.25601577758789,23.752086639404297,0.9497284199486052,23.295021057128906,0.8125266432762146,0.19168736040592194,54.563053131103516
Ko et. al (Etapas 3),Spherical Grains,0.3856689814814815,1867.8936767578125,1.0,10.091985664457772,18.09124756360033,659782.0,13451.933710312042,54.59404658456983,-1.4025529359973277,7.315257549285889,25.78525161743164,0.9436945538909592,22.288829803466797,0.3791593909263611,1.491400957107544,53.38334274291992
Ko et. al (Etapas 3),Spherical Grains,0.3856689814814815,1867.8936767578125,1.0,10.09198566445777,18.09124756360033,659782.0,13451.933710312043,54.59404658456983,-1.4025529359973277,10.261186599731445,23.72490692138672,0.9550343958640674,23.770862579345703,0.8695558905601501,1.6117007732391357,54.05205154418945
Ko et. al (Etapas 3),Spherical Grains,0.5135752314814814,4096.0009765625,1.0,8.809751741260497,20.42057709479498,877615.0,19643.834776881708,1.182000246196809e+18,-17.119103566321993,13.083460807800293,22.74073028564453,0.9662007252094643,20.13088035583496,0.6728454232215881,4.83496618270874,45.39561080932617
Ko et. al (Etapas 3),Spherical Grains,0.5135752314814814,4096.00146484375,1.0,8.809751741260495,20.42057709479498,877615.0,19643.834776881708,1.182000246196809e+18,-17.119103566321993,14.054120063781738,22.236507415771484,0.9722577089661211,19.60944938659668,0.44057929515838623,2.222764015197754,45.97441482543945
Ko et. al (Etapas 3),Spherical Grains,0.5135752314814814,4096.0009765625,1.0,8.809751741260493,20.42057709479498,877615.0,19643.83477688171,1.182000246196809e+18,-17.119103566321993,13.538628578186035,22.339433670043945,0.9690535556171658,19.93235969543457,0.6572511792182922,5.0244879722595215,45.68539047241211
Ko et. al (Etapas 3),Spherical Grains,0.5135752314814814,4096.0009765625,1.0,8.809751741260493,20.42057709479498,877615.0,19643.83477688171,1.182000246196809e+18,-17.119103566321993,15.33984375,21.223777770996094,0.9759765340793557,19.643388748168945,0.4669165313243866,3.0249390602111816,45.434268951416016
Ko et. al (Etapas 3),Spherical Grains,0.44983217592592595,1441.294921875,1.0,7.520301108955883,15.394802261840416,767206.0,20452.246153843946,8.172873417539223e+17,-17.208628221811185,22.01877212524414,25.217178344726562,0.9660972739463591,23.48702621459961,0.5423702001571655,3.4901444911956787,49.281803131103516
Ko et. al (Etapas 3),Spherical Grains,0.44983217592592595,1441.294921875,1.0,7.520301108955886,15.394802261840416,767206.0,20452.246153843946,8.172873417539226e+17,-17.208628221811185,19.824012756347656,23.419889450073242,0.9688529494402824,22.27539825439453,0.4224654734134674,4.287496566772461,48.5268669128418
Ko et. al (Etapas 3),Spherical Grains,0.44983217592592595,1441.294921875,1.0,7.520301108955883,15.394802261840416,767206.0,20452.246153843946,8.172873417539223e+17,-17.208628221811185,18.2808895111084,22.115968704223633,0.9706001433196999,23.121458053588867,0.5868496298789978,5.951111316680908,49.08839416503906
Ko et. al (Etapas 3),Spherical Grains,0.44983217592592595,1441.294921875,1.0,7.520301108955884,15.394802261840416,767206.0,20452.246153843946,8.172873417539226e+17,-17.208628221811185,17.414146423339844,20.469036102294922,0.9738389525951048,21.89739990234375,0.4268759489059448,4.4067864418029785,48.45582580566406
Ko et. al (Etapas 3),Spherical Grains,0.45337037037037037,2782.572265625,1.0,8.374670501539772,19.209372945953984,773364.0,18331.875360290927,5.018843280087374e+17,-11.439261534729978,10.126760482788086,21.244792938232422,0.9512711319023703,18.97296714782715,0.5156465172767639,1.8596471548080444,47.277530670166016
Ko et. al (Etapas 3),Spherical Grains,0.45337037037037037,2782.572265625,1.0,8.37467050153977,19.209372945953984,773364.0,18331.875360290927,5.814282183244069e+17,-11.439261534729978,8.113593101501465,18.933486938476562,0.9600772507818556,20.266653060913086,0.61820387840271,3.2294676303863525,47.534263610839844
Ko et. al (Etapas 3),Spherical Grains,0.45337037037037037,2782.572509765625,1.0,8.374670501539775,19.209372945953984,773364.0,18331.875360290927,5.814282183244069e+17,-11.439261534729978,11.340400695800781,19.929576873779297,0.9647852085175062,19.336496353149414,0.5329317450523376,2.2898483276367188,47.52603530883789
Ko et. al (Etapas 3),Spherical Grains,0.45337037037037037,2782.572509765625,1.0,8.374670501539772,19.209372945953984,773364.0,18331.875360290927,5.018843280087374e+17,-11.439261534729978,10.860930442810059,22.751178741455078,0.9478161166853041,20.551240921020508,0.6414247155189514,3.6211485862731934,46.81044387817383
Ko et. al (Etapas 3),Spherical Grains,0.5015648148148149,3190.7578125,1.0,9.150873758254829,20.99999796198515,858150.0000000001,18360.41127794218,1.182000246196809e+18,-5.580370192159581,17.96709442138672,28.298799514770508,0.9273890015064529,19.774776458740234,0.5602953433990479,6.569431781768799,48.25201416015625
Ko et. al (Etapas 3),Spherical Grains,0.5015648148148149,3190.7578125,1.0,9.150873758254832,20.99999796198515,858150.0000000001,18360.411277942178,1.182000246196809e+18,-5.580370192159581,21.39962387084961,31.5692138671875,0.9237350545996436,18.84188461303711,0.3742522597312927,5.030829429626465,47.06169891357422
Ko et. al (Etapas 3),Spherical Grains,0.5015648148148149,3190.758056640625,1.0,9.150873758254827,20.99999796198515,858150.0000000001,18360.411277942178,1.182000246196809e+18,-5.580370192159581,18.311269760131836,31.16626739501953,0.9035532013779631,19.670413970947266,0.5801798105239868,6.361908435821533,47.81131362915039
Ko et. al (Etapas 3),Spherical Grains,0.5015648148148149,3190.758056640625,1.0,9.150873758254827,20.99999796198515,858150.0000000001,18360.411277942178,1.182000246196809e+18,-5.580370192159581,19.061704635620117,29.468475341796875,0.9359661889260664,19.187807083129883,0.35417547821998596,3.6301941871643066,47.25162124633789
Ko et. al (Etapas 3),Spherical Grains,0.4586059027777778,4581.97509765625,1.0,9.648920129004066,16.806304838990258,784762.0,16680.497887437865,3.455690948948913e+17,-8.544631007246132,10.142094612121582,17.761327743530273,0.9544256361956035,20.46575927734375,0.5368552207946777,4.147487640380859,49.401973724365234
Ko et. al (Etapas 3),Spherical Grains,0.4586059027777778,4581.974609375,1.0,9.648920129004063,16.806304838990258,784762.0,16680.497887437865,3.455690948948913e+17,-8.544631007246132,8.605998039245605,16.24672508239746,0.9563286173038994,19.37752342224121,0.5965409278869629,1.3936079740524292,47.20685958862305
Ko et. al (Etapas 3),Spherical Grains,0.4586059027777778,4581.974609375,1.0,9.648920129004063,16.806304838990258,784762.0,16680.49788743787,4.251129852105608e+17,-8.544631007246132,10.822205543518066,16.89138412475586,0.960563743212343,20.642847061157227,0.5518407225608826,3.4693081378936768,49.790687561035156
Ko et. al (Etapas 3),Spherical Grains,0.4586059027777778,4581.974609375,1.0,9.648920129004063,16.806304838990258,784762.0,16680.49788743787,4.251129852105608e+17,-8.544631007246132,7.76362419128418,16.839170455932617,0.9611376147957865,19.380821228027344,0.6128715872764587,2.1281919479370117,47.56696319580078
Ko et. al (Etapas 3),Spherical Grains,0.4699832175925926,5262.04638671875,1.0,9.716607394253195,20.928447080141424,802137.0,16476.493915687613,6.609721086400765e+17,-2.775264320164925,0.4166072607040405,17.697072982788086,0.9612077135272747,19.74518585205078,0.6157110929489136,3.7729177474975586,49.609031677246094
Ko et. al (Etapas 3),Spherical Grains,0.4699832175925926,5262.04541015625,1.0,9.716607394253197,20.928447080141424,802137.0,16476.493915687617,6.609721086400765e+17,-2.775264320164925,2.2369890213012695,18.189590454101562,0.9609961401200506,21.40476417541504,0.6550548672676086,4.705760478973389,48.51572036743164
Ko et. al (Etapas 3),Spherical Grains,0.4699832175925926,5262.04638671875,1.0,9.716607394253202,20.928447080141424,802137.0,16476.493915687613,6.609721086400765e+17,-2.775264320164925,0.3923100531101227,18.91153335571289,0.9565820548513797,19.351856231689453,0.6139450073242188,2.9427993297576904,49.09137725830078
Ko et. al (Etapas 3),Spherical Grains,0.4699832175925926,5262.04638671875,1.0,9.716607394253195,20.928447080141424,802137.0,16476.493915687617,6.609721086400765e+17,-2.775264320164925,3.5105786323547363,20.42335319519043,0.9469403557774159,20.414310455322266,0.6004159450531006,4.098288536071777,49.05840301513672
Ko et. al (Etapas 3),Spherical Grains,0.361234375,1633.27197265625,1.0,8.815087829566231,18.836407349720062,615226.0,15053.484040972542,70.08236246948242,-5.610211743989311,20.763442993164062,33.8032112121582,0.9254799921593949,22.52903175354004,0.6696454286575317,5.999089241027832,54.603416442871094
Ko et. al (Etapas 3),Spherical Grains,0.361234375,1633.2720947265625,1.0,8.815087829566234,18.836407349720062,615226.0,15053.484040972538,70.08236246948242,-5.610211743989311,16.110998153686523,30.227413177490234,0.9382937971343746,23.019075393676758,0.49393171072006226,6.596530437469482,55.04576110839844
Ko et. al (Etapas 3),Spherical Grains,0.361234375,1633.2720947265625,1.0,8.815087829566234,18.836407349720062,615226.0,15053.484040972542,70.08236246948242,-5.610211743989311,14.376343727111816,30.233091354370117,0.9267083228610132,22.6921329498291,0.6098070740699768,5.278657913208008,53.83895492553711
Ko et. al (Etapas 3),Spherical Grains,0.361234375,1633.27197265625,1.0,8.815087829566236,18.836407349720062,615226.0,15053.484040972538,70.08236246948242,-5.610211743989311,14.13864803314209,28.925378799438477,0.9417381896646256,22.7525634765625,0.49361610412597656,4.654757499694824,55.370304107666016
Ko et. al (Etapas 3),Spherical Grains,0.4312025462962963,3211.136474609375,1.0,10.051293949803426,17.005785090340932,735647.0,14879.483238030223,42.669636035674166,-5.331690593578494,7.078490257263184,23.338876724243164,0.9353990305183777,20.437255859375,0.4328186810016632,5.992763519287109,51.05244445800781
Ko et. al (Etapas 3),Spherical Grains,0.4312025462962963,3211.136474609375,1.0,10.051293949803426,17.005785090340932,735647.0,14879.483238030221,42.669636035674166,-5.331690593578494,8.670869827270508,21.653928756713867,0.9504222100661399,20.3084774017334,0.5802037119865417,6.828396320343018,53.767391204833984
Ko et. al (Etapas 3),Spherical Grains,0.4312025462962963,3211.136474609375,1.0,10.051293949803426,17.005785090340932,735647.0,14879.483238030223,42.669636035674166,-5.331690593578494,4.972665309906006,20.76930809020996,0.9483830222853055,20.738929748535156,0.4565715491771698,6.737111568450928,50.98999786376953
Ko et. al (Etapas 3),Spherical Grains,0.4312025462962963,3211.13623046875,1.0,10.051293949803426,17.005785090340932,735647.0,14879.483238030221,42.669636035674166,-5.331690593578494,3.4147777557373047,22.716266632080078,0.929171211958289,20.70707130432129,0.5621759295463562,6.177412033081055,53.774024963378906
Ko et. al (Etapas 3),Cylindrical Pores,0.3179982638888889,1747.9501953125,1.0,12.35571038993909,14.200910580299334,546404.0,10031.432143746622,134.44397740189322,-1.3727113841675973,53.37453079223633,54.56045913696289,0.9310744303594681,43.310096740722656,0.6713889241218567,11.695053100585938,56.871124267578125
Ko et. al (Etapas 3),Cylindrical Pores,0.3179982638888889,1747.9505615234375,1.0,12.355710389939093,14.200910580299334,546404.0,10031.432143746619,134.44397740189328,-1.3727113841675973,49.90583038330078,51.32676315307617,0.9199824027776357,37.76682662963867,0.45225873589515686,8.732654571533203,55.38230514526367
Ko et. al (Etapas 3),Cylindrical Pores,0.3179982638888889,1747.9505615234375,1.0,12.35571038993909,14.200910580299334,546404.0,10031.432143746622,134.4439774018932,-1.3727113841675973,53.562625885009766,54.79658508300781,0.9249833937059468,43.151878356933594,0.6918013691902161,10.910017967224121,57.241363525390625
Ko et. al (Etapas 3),Cylindrical Pores,0.3179982638888889,1747.9505615234375,1.0,12.35571038993909,14.200910580299334,546404.0,10031.43214374662,134.44397740189328,-1.3727113841675973,51.39670181274414,53.0187873840332,0.9499785673821444,38.781272888183594,0.46042943000793457,10.40070915222168,55.74507522583008
Ko et. al (Etapas 3),Cylindrical Pores,0.30670891203703704,1380.802734375,1.0,12.528235969098892,16.284433330382548,528555.0,8853.489199052263,100.37808127343425,-0.5769366687081207,29.429227828979492,49.77996063232422,0.8269784402065451,49.75757598876953,0.4912290871143341,20.250383377075195,57.320735931396484
Ko et. al (Etapas 3),Cylindrical Pores,0.30670891203703704,1380.8026123046875,1.0,12.528235969098887,16.284433330382548,528555.0,8853.489199052263,100.37808127343425,-0.5769366687081207,25.659727096557617,45.93235397338867,0.8575756633472467,46.93084716796875,0.48254257440567017,11.290225982666016,53.660274505615234
