Model,Dataset,Porosity,Permeability,Min_Local_Thickness,Mean_Local_Thickness,Max_Local_Thickness,Minkowski_Volume,Minkowski_Surface_Area,Minkowski_Mean_Curvature,Minkowski_Euler_Characteristic,Bias_Error_,Magnitude_Error_,Correlation
Ko et. al (Etapa 0),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362472,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,15.758445739746094,38.38743591308594,0.8441860651094863
Ko et. al (Etapa 0),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,18.099214553833008,46.16994857788086,0.8260942629072162
Ko et. al (Etapa 0),Leopard,0.15079340277777778,348.6369323730469,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,7.368406772613525,36.34833908081055,0.8267732104415642
Ko et. al (Etapa 0),Leopard,0.15079340277777778,348.6369934082031,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634174,6.505458298881222,11.791668891906738,37.13243865966797,0.842705432970296
Ko et. al (Etapa 1),Leopard,0.22482291666666668,74.79364776611328,1.0,7.2174955824537745,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,46.62413024902344,87.32977294921875,0.1425540745858854
Ko et. al (Etapa 1),Leopard,0.22482291666666668,74.79364776611328,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,37.50140380859375,114.25935363769531,0.10309366206077347
Ko et. al (Etapa 1),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453776,12.418864783963798,385043.0,12015.989201340166,269.0698371713924,3.1731516778946633,50.073551177978516,97.84156799316406,0.14331224613954832
Ko et. al (Etapa 1),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,53.35322570800781,87.0445556640625,0.12071886256144188
Ko et. al (Etapa 1),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.319986336543,273.444278101467,-3.879401737864949,13.324886322021484,140.07626342773438,0.3761739578087698
Ko et. al (Etapa 1),Leopard,0.1774513888888889,113.95197296142578,1.0,7.9686527714541215,16.583124520476773,305592.0,10099.319986336539,273.4442781014669,-3.879401737864949,42.6434326171875,164.38504028320312,0.36687282004599714
Ko et. al (Etapa 1),Leopard,0.1774513888888889,113.95197296142578,1.0,7.968652771454119,16.583124520476773,305592.0,10099.31998633654,273.44427810146703,-3.879401737864949,18.721206665039062,137.82533264160156,0.38689846304358944
Ko et. al (Etapa 1),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.31998633654,273.4442781014669,-3.879401737864949,17.38321304321289,152.52415466308594,0.3640967799975018
Ko et. al (Etapa 1),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780303,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,13025.0849609375,14901.8369140625,0.10343540103824551
Ko et. al (Etapa 1),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780309,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,14926.703125,16700.443359375,0.09457219644097331
Ko et. al (Etapa 1),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780307,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,15093.521484375,17496.291015625,0.10088138660738398
Ko et. al (Etapa 1),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780305,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,13102.9130859375,14998.9912109375,0.09874244583757877
Ko et. al (Etapa 1),Leopard,0.2044085648148148,21.15289306640625,1.0,7.6455082638721,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,195.26522827148438,458.8221740722656,0.07354892114639842
Ko et. al (Etapa 1),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872097,15.652476425463272,349573.0,10129.548834091667,154.20402523279338,4.22755317587847,311.81951904296875,653.8584594726562,0.12538016395772772
Ko et. al (Etapa 1),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,235.173583984375,462.8305358886719,0.1231191563002058
Ko et. al (Etapa 1),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,294.5815124511719,569.1361694335938,0.10307261696529
Ko et. al (Etapa 1),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362472,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,81.81645965576172,79.85087585449219,0.7623725270351978
Ko et. al (Etapa 1),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,88.6815185546875,85.56739807128906,0.6789303527628057
Ko et. al (Etapa 1),Leopard,0.15079340277777778,348.6369323730469,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,85.87245178222656,82.44112396240234,0.719709601074554
Ko et. al (Etapa 1),Leopard,0.15079340277777778,348.6369934082031,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634174,6.505458298881222,82.72439575195312,79.77819061279297,0.7719358103763542
Ko et. al (Etapa 2),Leopard,0.22482291666666668,74.79364776611328,1.0,7.2174955824537745,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,107.60985565185547,200.68057250976562,0.3923221810232873
Ko et. al (Etapa 2),Leopard,0.22482291666666668,74.79364776611328,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,124.3133773803711,235.4103240966797,0.27855420158129357
Ko et. al (Etapa 2),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453776,12.418864783963798,385043.0,12015.989201340166,269.0698371713924,3.1731516778946633,114.0048828125,182.59353637695312,0.38482025436404743
Ko et. al (Etapa 2),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,139.91744995117188,233.2699737548828,0.31314504400547205
Ko et. al (Etapa 2),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.319986336543,273.444278101467,-3.879401737864949,208.26771545410156,262.562255859375,0.5359816480510108
Ko et. al (Etapa 2),Leopard,0.1774513888888889,113.95197296142578,1.0,7.9686527714541215,16.583124520476773,305592.0,10099.319986336539,273.4442781014669,-3.879401737864949,208.62745666503906,263.11651611328125,0.5336604997956789
Ko et. al (Etapa 2),Leopard,0.1774513888888889,113.95197296142578,1.0,7.968652771454119,16.583124520476773,305592.0,10099.31998633654,273.44427810146703,-3.879401737864949,152.62130737304688,195.1348876953125,0.57419693498891
Ko et. al (Etapa 2),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.31998633654,273.4442781014669,-3.879401737864949,146.93528747558594,185.3192596435547,0.5628584267287727
Ko et. al (Etapa 2),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780303,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,28482.986328125,26442.35546875,0.10146002329989501
Ko et. al (Etapa 2),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780309,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,30042.669921875,27417.1796875,0.09143145563116799
Ko et. al (Etapa 2),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780307,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,28455.8671875,25666.083984375,0.0968189712382937
Ko et. al (Etapa 2),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780305,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,32389.078125,29802.3671875,0.09499735915740665
Ko et. al (Etapa 2),Leopard,0.2044085648148148,21.15289306640625,1.0,7.6455082638721,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,334.10772705078125,457.3846435546875,0.2656236710657791
Ko et. al (Etapa 2),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872097,15.652476425463272,349573.0,10129.548834091667,154.20402523279338,4.22755317587847,266.8876647949219,368.4129943847656,0.198604397013613
Ko et. al (Etapa 2),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,211.496826171875,287.77630615234375,0.22725874182067937
Ko et. al (Etapa 2),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,205.73779296875,255.87545776367188,0.26249223188673076
Ko et. al (Etapa 2),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362472,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,23.731639862060547,39.00358963012695,0.8341767888016901
Ko et. al (Etapa 2),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,38.03925704956055,48.68739700317383,0.7977896924175111
Ko et. al (Etapa 2),Leopard,0.15079340277777778,348.6369323730469,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,24.511384963989258,40.711788177490234,0.8114374942278866
Ko et. al (Etapa 2),Leopard,0.15079340277777778,348.6369934082031,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634174,6.505458298881222,26.039793014526367,49.26007843017578,0.7468887827781101
Ko et. al (Etapa 3),Leopard,0.22482291666666668,74.79364776611328,1.0,7.2174955824537745,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,119.78510284423828,193.07981872558594,0.4759212836460773
Ko et. al (Etapa 3),Leopard,0.22482291666666668,74.79364776611328,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,114.94745635986328,204.73037719726562,0.45394600570674876
Ko et. al (Etapa 3),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453776,12.418864783963798,385043.0,12015.989201340166,269.0698371713924,3.1731516778946633,89.94644927978516,169.3682861328125,0.4589907179195284
Ko et. al (Etapa 3),Leopard,0.22482291666666668,74.79365539550781,1.0,7.217495582453777,12.418864783963798,385043.0,12015.989201340166,269.06983717139246,3.1731516778946633,107.26750183105469,182.96421813964844,0.45092670882035407
Ko et. al (Etapa 3),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.319986336543,273.444278101467,-3.879401737864949,115.66551971435547,147.5042266845703,0.6750721070814407
Ko et. al (Etapa 3),Leopard,0.1774513888888889,113.95197296142578,1.0,7.9686527714541215,16.583124520476773,305592.0,10099.319986336539,273.4442781014669,-3.879401737864949,121.0079574584961,163.37242126464844,0.6410183062307461
Ko et. al (Etapa 3),Leopard,0.1774513888888889,113.95197296142578,1.0,7.968652771454119,16.583124520476773,305592.0,10099.31998633654,273.44427810146703,-3.879401737864949,129.783935546875,163.40895080566406,0.6259482084149298
Ko et. al (Etapa 3),Leopard,0.1774513888888889,113.95198822021484,1.0,7.968652771454121,16.583124520476773,305592.0,10099.31998633654,273.4442781014669,-3.879401737864949,100.46292114257812,130.13438415527344,0.6906428816375108
Ko et. al (Etapa 3),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780303,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,26490.015625,23578.6484375,0.09267100287546808
Ko et. al (Etapa 3),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780309,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,27146.0546875,24302.01171875,0.0951957249415579
Ko et. al (Etapa 3),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780307,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,29977.46875,27759.68359375,0.09980534620760843
Ko et. al (Etapa 3),Leopard,0.2563414351851852,1.693361520767212,1.0,8.546668292780305,16.806304838990258,442809.0,12196.695241672109,252.33610693301634,3.839613002091975,28435.294921875,26547.47265625,0.09819557862148548
Ko et. al (Etapa 3),Leopard,0.2044085648148148,21.15289306640625,1.0,7.6455082638721,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,264.4840087890625,325.3869934082031,0.19666469641432202
Ko et. al (Etapa 3),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872097,15.652476425463272,349573.0,10129.548834091667,154.20402523279338,4.22755317587847,244.43431091308594,302.7264709472656,0.24754378107810818
Ko et. al (Etapa 3),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,320.1976013183594,334.3606262207031,0.1823789887883949
Ko et. al (Etapa 3),Leopard,0.2044085648148148,21.15289306640625,1.0,7.645508263872098,15.652476425463272,349573.0,10129.548834091667,154.20402523279344,4.22755317587847,248.45521545410156,305.7083740234375,0.23816602116224247
Ko et. al (Etapa 3),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362472,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,0.4367455840110779,45.32999038696289,0.8057918197843148
Ko et. al (Etapa 3),Leopard,0.15079340277777778,348.636962890625,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,14.582547187805176,48.0895881652832,0.7815631848105293
Ko et. al (Etapa 3),Leopard,0.15079340277777778,348.6369323730469,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634177,6.505458298881222,14.867209434509277,45.479061126708984,0.8185741398166533
Ko et. al (Etapa 3),Leopard,0.15079340277777778,348.6369934082031,1.0,7.386472507362473,12.934116827943688,258214.0,7940.8722452128295,184.70586936634174,6.505458298881222,9.453533172607422,40.427978515625,0.8535500008366458
Ko et. al (Etapa 0),Leopard,0.3208946759259259,770.9174194335938,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,308.125732421875,292.2032775878906,0.6794732852252253
Ko et. al (Etapa 0),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,275.8953552246094,265.4527282714844,0.6548004248292507
Ko et. al (Etapa 0),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689547,277.3385502069279,-2.297799490889239,289.3738098144531,280.4178466796875,0.7037319070397875
Ko et. al (Etapa 0),Leopard,0.3208946759259259,770.917236328125,1.0,9.833337957922481,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,283.1546325683594,257.4757385253906,0.6533244246579509
Ko et. al (Etapa 0),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433985,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,2.5874698162078857,36.810943603515625,0.8225102760861804
Ko et. al (Etapa 0),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,4.903142929077148,32.6085205078125,0.8211533837922032
Ko et. al (Etapa 0),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433983,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,3.4430153369903564,36.26106643676758,0.836461399535396
Ko et. al (Etapa 0),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,6.229647636413574,38.62984848022461,0.82509823078029
Ko et. al (Etapa 0),Leopard,0.16938715277777777,300.4665222167969,1.0,7.021620925796568,11.99999857031013,290111.0,8853.088159150675,220.58266331773004,10.225705093654277,8.686718940734863,56.27288818359375,0.5439959904133888
Ko et. al (Etapa 0),Leopard,0.16938715277777777,300.4665222167969,1.0,7.0216209257965705,11.99999857031013,290111.0,8853.088159150675,220.5826633177301,10.225705093654277,7.861758708953857,60.26228332519531,0.5158099997419424
Ko et. al (Etapa 0),Leopard,0.16938715277777777,300.4664611816406,1.0,7.021620925796569,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,3.7572484016418457,60.79958724975586,0.4943106278849253
Ko et. al (Etapa 0),Leopard,0.16938715277777777,300.4664611816406,1.0,7.02162092579657,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,11.651447296142578,63.194190979003906,0.46257184745317764
Ko et. al (Etapa 0),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749905,178.27227588961088,7.64938445235422,3.357372760772705,44.829872131347656,0.6869852330813515
Ko et. al (Etapa 0),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517883,13.190903516904216,416284.0,11393.543487749905,178.27227588961085,7.64938445235422,25.968868255615234,53.29404830932617,0.6680295493911687
Ko et. al (Etapa 0),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,23.291879653930664,51.59851837158203,0.6682412426199639
Ko et. al (Etapa 0),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517884,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,22.63246726989746,50.98578643798828,0.7089522913264739
Ko et. al (Etapa 0),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,435.91162109375,277.9864196777344,0.44355054733363497
Ko et. al (Etapa 0),Leopard,0.20664641203703704,303.6963806152344,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,385.0322570800781,279.6015930175781,0.5121706976924536
Ko et. al (Etapa 0),Leopard,0.20664641203703704,303.69635009765625,1.0,9.142955469086582,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,389.4886169433594,227.3472137451172,0.42089212500310436
Ko et. al (Etapa 0),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,452.5664367675781,274.8392639160156,0.45840354474341
Ko et. al (Etapa 1),Leopard,0.3208946759259259,770.9174194335938,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,2.414963722229004,49.764625549316406,0.8412196123297374
Ko et. al (Etapa 1),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,16.71780014038086,60.348838806152344,0.8212197398646801
Ko et. al (Etapa 1),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689547,277.3385502069279,-2.297799490889239,17.39067268371582,60.463836669921875,0.8482151244432294
Ko et. al (Etapa 1),Leopard,0.3208946759259259,770.917236328125,1.0,9.833337957922481,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,12.18142318725586,59.49480438232422,0.8312078682217389
Ko et. al (Etapa 1),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433985,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,73.53526306152344,72.61329650878906,0.7133283748600023
Ko et. al (Etapa 1),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,70.42715454101562,71.13787078857422,0.6990036162178684
Ko et. al (Etapa 1),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433983,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,73.23582458496094,73.09029388427734,0.6695281151139946
Ko et. al (Etapa 1),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,70.59661102294922,70.14149475097656,0.6334392545795634
Ko et. al (Etapa 1),Leopard,0.16938715277777777,300.4665222167969,1.0,7.021620925796568,11.99999857031013,290111.0,8853.088159150675,220.58266331773004,10.225705093654277,89.059326171875,88.68074035644531,0.7036673500264525
Ko et. al (Etapa 1),Leopard,0.16938715277777777,300.4665222167969,1.0,7.0216209257965705,11.99999857031013,290111.0,8853.088159150675,220.5826633177301,10.225705093654277,88.6428451538086,89.00483703613281,0.6358271332126578
Ko et. al (Etapa 1),Leopard,0.16938715277777777,300.4664611816406,1.0,7.021620925796569,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,91.45523071289062,90.07807922363281,0.5222556434652824
Ko et. al (Etapa 1),Leopard,0.16938715277777777,300.4664611816406,1.0,7.02162092579657,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,90.3791275024414,89.43329620361328,0.5040120825588825
Ko et. al (Etapa 1),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749905,178.27227588961088,7.64938445235422,76.88801574707031,77.63216400146484,0.8762450374258346
Ko et. al (Etapa 1),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517883,13.190903516904216,416284.0,11393.543487749905,178.27227588961085,7.64938445235422,74.18143463134766,76.1997299194336,0.9111586945284413
Ko et. al (Etapa 1),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,67.53282165527344,68.8791732788086,0.9266509785658379
Ko et. al (Etapa 1),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517884,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,73.0019302368164,73.865966796875,0.8801476171633141
Ko et. al (Etapa 1),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,61.45576477050781,65.158203125,0.6337382238200876
Ko et. al (Etapa 1),Leopard,0.20664641203703704,303.6963806152344,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,59.92902755737305,51.44056701660156,0.7529660847630752
Ko et. al (Etapa 1),Leopard,0.20664641203703704,303.69635009765625,1.0,9.142955469086582,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,62.33848190307617,58.55217742919922,0.6930516213920264
Ko et. al (Etapa 1),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,72.00012969970703,67.24964141845703,0.6879418755266477
Ko et. al (Etapa 2),Leopard,0.3208946759259259,770.9174194335938,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,97.860595703125,109.96427917480469,0.8436047328511146
Ko et. al (Etapa 2),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,101.61405944824219,121.29215240478516,0.8422048883457595
Ko et. al (Etapa 2),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689547,277.3385502069279,-2.297799490889239,89.20622253417969,106.12239837646484,0.8477674965747212
Ko et. al (Etapa 2),Leopard,0.3208946759259259,770.917236328125,1.0,9.833337957922481,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,104.99002838134766,118.89730072021484,0.8452242563301406
Ko et. al (Etapa 2),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433985,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,13.404213905334473,43.758506774902344,0.8088109487701998
Ko et. al (Etapa 2),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,12.637117385864258,51.96368408203125,0.7819376678559748
Ko et. al (Etapa 2),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433983,12.409673954306715,370073.0,12275.009190888084,288.4351247698509,4.128081336446035,16.726858139038086,39.05177307128906,0.8343282088501135
Ko et. al (Etapa 2),Leopard,0.21580787037037036,334.91375732421875,1.0,6.728859771433982,12.409673954306715,370073.0,12275.00919088808,288.4351247698509,4.128081336446035,18.322040557861328,42.565757751464844,0.820177052556729
Ko et. al (Etapa 2),Leopard,0.16938715277777777,300.4665222167969,1.0,7.021620925796568,11.99999857031013,290111.0,8853.088159150675,220.58266331773004,10.225705093654277,32.27728271484375,64.26026916503906,0.7801167313877573
Ko et. al (Etapa 2),Leopard,0.16938715277777777,300.4665222167969,1.0,7.0216209257965705,11.99999857031013,290111.0,8853.088159150675,220.5826633177301,10.225705093654277,19.86021614074707,61.48678207397461,0.7594831870159628
Ko et. al (Etapa 2),Leopard,0.16938715277777777,300.4664611816406,1.0,7.021620925796569,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,28.24162483215332,67.04530334472656,0.7145961066462277
Ko et. al (Etapa 2),Leopard,0.16938715277777777,300.4664611816406,1.0,7.02162092579657,11.99999857031013,290111.0,8853.088159150675,220.58266331773012,10.225705093654277,30.537473678588867,65.98722076416016,0.7577194643049808
Ko et. al (Etapa 2),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749905,178.27227588961088,7.64938445235422,23.444007873535156,37.94230651855469,0.8750296984519003
Ko et. al (Etapa 2),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517883,13.190903516904216,416284.0,11393.543487749905,178.27227588961085,7.64938445235422,24.863319396972656,39.39361572265625,0.8608120915511929
Ko et. al (Etapa 2),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517885,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,22.693191528320312,41.886905670166016,0.8339592214836602
Ko et. al (Etapa 2),Leopard,0.24220717592592592,600.9102172851562,1.0,7.492234050517884,13.190903516904216,416284.0,11393.543487749903,178.27227588961088,7.64938445235422,27.260059356689453,38.1523551940918,0.884743614595581
Ko et. al (Etapa 2),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,92.46050262451172,85.04877471923828,0.8903154495419355
Ko et. al (Etapa 2),Leopard,0.20664641203703704,303.6963806152344,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,101.82198333740234,97.67520141601562,0.8577204054214161
Ko et. al (Etapa 2),Leopard,0.20664641203703704,303.69635009765625,1.0,9.142955469086582,19.07129807405058,351399.0,9586.97085091889,180.71251231356095,7.201761174908263,125.88938903808594,115.66249084472656,0.8385088848198048
Ko et. al (Etapa 2),Leopard,0.20664641203703704,303.6964111328125,1.0,9.142955469086578,19.07129807405058,351399.0,9586.970850918891,180.71251231356098,7.201761174908263,131.8430633544922,117.06401824951172,0.8297910685925998
Ko et. al (Etapa 3),Leopard,0.3208946759259259,770.9174194335938,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,42.496856689453125,49.46061706542969,0.8843143752761484
Ko et. al (Etapa 3),Leopard,0.3208946759259259,770.917236328125,1.0,9.83333795792248,20.346989956274715,552465.0,13934.410949689545,277.3385502069279,-2.297799490889239,66.68296813964844,74.87549591064453,0.8771661517848778
