Dataset,Sample,Standard_Timesteps,NN_Started_Timesteps,Standard_Permeability,NN_Permeability,Speedup_Ratio,Perm_Error [%]
Tol 0.01%,Sample_0005,3600,2400,389.01373,388.94651,1.5,0.01727959576131677
Tol 0.01%,Sample_0006,3600,2600,389.01373,388.53649,1.3846153846153846,0.12267947457792679
Tol 0.01%,Sample_0007,3600,2600,389.01373,388.65067,1.3846153846153846,0.09332832545525285
Tol 0.01%,Sample_0008,8400,7400,270.22346,269.04417,1.135135135135135,0.4364128858389943
Tol 0.01%,Sample_0009,8400,7600,270.22346,268.83832,1.105263157894737,0.5125905796632085
Tol 0.01%,Sample_0010,8400,8000,270.22346,269.02301,1.05,0.44424344207567673
Tol 0.01%,Sample_0011,8400,8000,270.22346,269.07356,1.05,0.4255367021057322
Tol 0.01%,Sample_0012,8600,8000,253.9334,251.78901,1.075,0.8444694553768884
Tol 0.01%,Sample_0013,8600,7600,253.9334,251.66125,1.131578947368421,0.8947818601255331
Tol 0.01%,Sample_0014,8600,7600,253.9334,251.67479,1.131578947368421,0.8894497533605286
Tol 0.01%,Sample_0015,8600,7600,253.9334,251.74125,1.131578947368421,0.8632775365509217
Tol 0.01%,Sample_0016,15400,12800,103.4355,102.76761,1.203125,0.6457067447829805
Tol 0.01%,Sample_0017,15400,12000,103.4355,102.76952,1.2833333333333334,0.6438601833993209
Tol 0.01%,Sample_0018,15400,11800,103.4355,102.73948,1.305084745762712,0.6729024367842803
Tol 0.01%,Sample_0019,15400,11800,103.4355,102.75047,1.305084745762712,0.662277457932719
Tol 0.01%,Sample_0020,5200,4000,97.123213,97.914573,1.3,0.8148000622672947
Tol 0.01%,Sample_0021,5200,4400,97.123213,98.034291,1.1818181818181819,0.938064106260559
Tol 0.01%,Sample_0022,5200,4600,97.123213,97.845285,1.1304347826086956,0.7434597535400699
Tol 0.01%,Sample_0023,5200,4400,97.123213,97.949824,1.1818181818181819,0.8510951959548535
Tol 0.01%,Sample_0024,6200,4600,320.3144,319.93657,1.3478260869565217,0.11795598324644799
Tol 0.01%,Sample_0025,6200,5000,320.3144,319.91671,1.24,0.12415614159087278
Tol 0.01%,Sample_0026,6200,3600,320.3144,319.90947,1.7222222222222223,0.1264164208664921
Tol 0.01%,Sample_0027,6200,4200,320.3144,319.91649,1.4761904761904763,0.1242248241103015
Tol 0.01%,Sample_0028,8400,7600,519.9045,520.04971,1.105263157894737,0.027930129475705643
Tol 0.01%,Sample_0029,8400,7800,519.9045,520.18404,1.0769230769230769,0.05376756692815647
Tol 0.01%,Sample_0030,8400,7400,519.9045,520.03678,1.135135135135135,0.025443134267935177
Tol 0.01%,Sample_0031,8400,8000,519.9045,520.28731,1.05,0.0736308302774958
Tol 0.01%,Sample_0032,7600,6800,263.5446,262.95405,1.1176470588235294,0.22407971933403587
Tol 0.01%,Sample_0033,7600,6400,263.5446,262.95436,1.1875,0.22396209218477417
Tol 0.01%,Sample_0034,7600,6400,263.5446,262.96802,1.1875,0.21877890876913378
Tol 0.01%,Sample_0035,7600,6800,263.5446,262.98449,1.1176470588235294,0.21252949216186132
Tol 0.01%,Sample_0036,10600,10200,63.095275,60.560512,1.0392156862745099,4.017357876639729
Tol 0.01%,Sample_0037,10600,10200,63.095275,60.655206,1.0392156862745099,3.867276907819169
Tol 0.01%,Sample_0038,10600,10200,63.095275,60.659055,1.0392156862745099,3.861176609500472
Tol 0.01%,Sample_0039,10600,9800,63.095275,60.555359,1.0816326530612246,4.025524890730721
Tol 0.01%,Sample_0040,10400,8600,148.67539,147.54493,1.2093023255813953,0.7603544877198569
Tol 0.01%,Sample_0041,10400,9200,148.67539,147.60819,1.1304347826086956,0.717805414870602
Tol 0.01%,Sample_0042,10400,9200,148.67539,147.56068,1.1304347826086956,0.7497609389153124
Tol 0.01%,Sample_0043,10400,8800,148.67539,147.59437,1.1818181818181819,0.7271008335676774
Tol 0.01%,Sample_0044,14000,12000,54.310996,50.544466,1.1666666666666667,6.9351149443107305
Tol 0.01%,Sample_0045,14000,11800,54.310996,50.588887,1.1864406779661016,6.853324877341604
Tol 0.01%,Sample_0046,14000,11800,54.310996,50.755564,1.1864406779661016,6.546431223614464
Tol 0.01%,Sample_0047,14000,12400,54.310996,50.782753,1.1290322580645162,6.496369538131842
Tol 0.01%,Sample_0048,5400,4600,283.33459,281.93124,1.173913043478261,0.4952978032085631
Tol 0.01%,Sample_0049,5400,4200,283.33459,281.86529,1.2857142857142858,0.5185741705592585
Tol 0.01%,Sample_0050,5400,4400,283.33459,281.76338,1.2272727272727273,0.5545422463243926
Tol 0.01%,Sample_0051,5400,4600,283.33459,281.89097,1.173913043478261,0.5095106813467463
Tol 0.01%,Sample_0052,6200,5800,473.21659,471.34407,1.0689655172413792,0.3957004127856144
Tol 0.01%,Sample_0053,6200,5600,473.21659,471.49968,1.1071428571428572,0.3628169502679491
Tol 0.01%,Sample_0054,6200,5600,473.21659,471.41552,1.1071428571428572,0.38060161838366263
Tol 0.01%,Sample_0055,6200,6000,473.21659,471.51709,1.0333333333333334,0.3591378738433495
Tol 0.01%,Sample_0056,8800,4600,189.39678,186.49831,1.9130434782608696,1.5303692069104886
Tol 0.01%,Sample_0057,8800,4400,189.39678,186.44257,2.0,1.5597994855034059
Tol 0.01%,Sample_0058,8800,1800,189.39678,185.6521,4.888888888888889,1.9771613857426809
Tol 0.01%,Sample_0059,8800,5400,189.39678,186.3089,1.6296296296296295,1.630376186965804
Tol 0.01%,Sample_0060,8800,7600,194.71865,194.21147,1.1578947368421053,0.2604681164336366
Tol 0.01%,Sample_0061,8800,7400,194.71865,194.22024,1.1891891891891893,0.25596418216745387
Tol 0.01%,Sample_0062,8800,7600,194.71865,194.02703,1.1578947368421053,0.3551893976257541
Tol 0.01%,Sample_0063,8800,7600,194.71865,194.24855,1.1578947368421053,0.24142525638915543
Tol 0.01%,Sample_0064,5400,3800,314.56722,311.36568,1.4210526315789473,1.0177602103614047
Tol 0.01%,Sample_0065,5400,4000,314.56722,311.49623,1.35,0.9762587468586188
Tol 0.01%,Sample_0066,5400,3800,314.56722,311.4798,1.4210526315789473,0.9814817958463722
Tol 0.01%,Sample_0067,5400,600,314.56722,315.14389,9.0,0.18332170783719254
Tol 0.01%,Sample_0068,37000,32400,22.152166,19.636851,1.1419753086419753,11.354713575187189
Tol 0.01%,Sample_0069,37000,32400,22.152166,19.724145,1.1419753086419753,10.960648272498505
Tol 0.01%,Sample_0070,37000,33800,22.152166,19.679087,1.0946745562130178,11.164050504135812
Tol 0.01%,Sample_0071,37000,31800,22.152166,19.645042,1.1635220125786163,11.31773750702302
Tol 0.01%,Sample_0072,12800,11000,102.89961,103.03443,1.1636363636363636,0.13102090474395853
Tol 0.01%,Sample_0073,12800,10600,102.89961,103.02642,1.2075471698113207,0.12323661868106797
Tol 0.01%,Sample_0074,12800,11400,102.89961,103.06522,1.1228070175438596,0.16094327276847883
Tol 0.01%,Sample_0075,12800,10800,102.89961,102.95287,1.1851851851851851,0.05175918548185824
Tol 0.01%,Sample_0076,25400,24600,30.420275,29.986865,1.032520325203252,1.42474057187188
Tol 0.01%,Sample_0077,25400,25000,30.420275,29.984796,1.016,1.4315419568034833
Tol 0.01%,Sample_0078,25400,23800,30.420275,30.055642,1.0672268907563025,1.198651228498103
Tol 0.01%,Sample_0079,25400,24600,30.420275,30.027464,1.032520325203252,1.2912802399057923
Tol 0.01%,Sample_0080,16400,9600,59.644586,59.986009,1.7083333333333333,0.5724291555984746
Tol 0.01%,Sample_0081,16400,11400,59.644586,59.819627,1.4385964912280702,0.293473409304912
Tol 0.01%,Sample_0082,16400,12200,59.644586,60.051916,1.3442622950819672,0.6829287070581759
