Dataset,Sample,Standard_Timesteps,NN_Started_Timesteps,Standard_Permeability,NN_Permeability,Speedup_Ratio,Perm_Error [%]
256³ Sandstone,Sample_00051,1400.0,1800.0,426.15872,430.15495,0.7777777777777778,0.9377327771211553
256³ Sandstone,Sample_00052,1800.0,2000.0,585.83363,576.02372,0.9,1.6745214848795802
256³ Sandstone,Sample_00053,1200.0,800.0,870.64849,850.61648,1.5,2.300814878803731
256³ Sandstone,Sample_00054,1400.0,800.0,767.23455,770.96999,1.75,0.48687067077467244
256³ Sandstone,Sample_00055,1000.0,600.0,640.41141,645.88156,1.6666666666666667,0.8541618582342231
256³ Sandstone,Sample_00056,4000.0,3400.0,632.65911,627.34446,1.1764705882352942,0.8400495489585266
256³ Sandstone,Sample_00057,2000.0,600.0,769.39055,780.74924,3.3333333333333335,1.476323045558595
256³ Sandstone,Sample_00058,1400.0,400.0,639.61271,640.79727,3.5,0.18519957178462465
256³ Sandstone,Sample_00059,2000.0,2000.0,577.96167,580.99492,1.0,0.524818540302154
256³ Sandstone,Sample_00060,1400.0,1400.0,877.97104,877.84784,1.0,0.01403235350450706
256³ Sandstone,Sample_00061,3400.0,3000.0,657.35322,653.73372,1.1333333333333333,0.5506172161140424
256³ Sandstone,Sample_00062,1000.0,800.0,1155.0277,1157.025,1.25,0.1729222597864965
256³ Sandstone,Sample_00063,2200.0,1000.0,986.10152,953.61417,2.2,3.2945238741747507
256³ Pre-salt,Sample_00000,3600.0,2400.0,36.772051,32.139589,1.5,12.597779764854556
256³ Pre-salt,Sample_00001,3800.0,2200.0,41.957898,32.642695,1.7272727272727273,22.20130998936123
256³ Pre-salt,Sample_00002,6600.0,5200.0,102.42322,99.819296,1.2692307692307692,2.5423180407724013
256³ Pre-salt,Sample_00003,8400.0,1400.0,12.646168,18.349482,6.0,45.09914782090511
256³ Pre-salt,Sample_00005,8400.0,1400.0,22.273273,44.477257,6.0,99.68891415285037
256³ Pre-salt,Sample_00006,9600.0,1000.0,33.145241,102.3488,9.6,208.7888243141753
256³ Pre-salt,Sample_00007,6200.0,5000.0,63.863889,60.660598,1.24,5.015809481943701
256³ Pre-salt,Sample_00008,7800.0,7000.0,12.861044,16.155193,1.1142857142857143,25.613387218020566
256³ Pre-salt,Sample_00009,7000.0,1600.0,63.269473,77.374973,4.375,22.29432193942883
256³ Pre-salt,Sample_00010,5400.0,2200.0,17.142768,15.598225,2.4545454545454546,9.009881018047967
256³ Pre-salt,Sample_00011,9000.0,3400.0,10.195908,12.707015,2.6470588235294117,24.628576483820776
256³ Pre-salt,Sample_00012,5000.0,3800.0,30.431763,31.177025,1.3157894736842106,2.4489609754124344
256³ Pre-salt,Sample_00013,7800.0,6600.0,48.995692,50.281362,1.1818181818181819,2.6240470284612027
256³ Pre-salt,Sample_00014,2800.0,2200.0,225.55471,216.42065,1.2727272727272727,4.04959843223846
256³ Pre-salt,Sample_00015,4000.0,2600.0,24.069369,21.443854,1.5384615384615385,10.908117283839042
256³ Pre-salt,Sample_00016,9400.0,1200.0,13.046426,22.783249,7.833333333333333,74.63210997402662
256³ Pre-salt,Sample_00017,6400.0,3400.0,15.87122,16.97374,1.8823529411764706,6.946661945332496
256³ Pre-salt,Sample_00018,7400.0,1600.0,24.809121,30.999764,4.625,24.95309285645387
256³ Pre-salt,Sample_00019,3600.0,1200.0,57.419538,58.166217,3.0,1.3003918631320235
256³ Pre-salt,Sample_00020,3400.0,3000.0,42.282309,31.185601,1.1333333333333333,26.244328331264974
256³ Pre-salt,Sample_00021,3400.0,2800.0,301.25142,286.21471,1.2142857142857142,4.991415476149447
256³ Pre-salt,Sample_00022,3400.0,2600.0,84.863052,71.173923,1.3076923076923077,16.130846908499112
256³ Pre-salt,Sample_00023,8000.0,2400.0,42.206216,56.71707,3.3333333333333335,34.38084570291732
256³ Pre-salt,Sample_00024,21600.0,800.0,2.7028882,38.704301,27.0,1331.9608557986232
256³ Pre-salt,Sample_00025,4600.0,1400.0,104.66838,109.2974,3.2857142857142856,4.4225581785062476
256³ Pre-salt,Sample_00026,8800.0,1600.0,34.675894,47.432197,5.5,36.78723611278776
256³ Pre-salt,Sample_00027,3200.0,3000.0,261.65719,256.24381,1.0666666666666667,2.068882571122933
256³ Pre-salt,Sample_00028,6600.0,1400.0,18.640994,26.162156,4.714285714285714,40.34742997074083
256³ Pre-salt,Sample_00029,8200.0,1200.0,39.069316,46.598386,6.833333333333333,19.271056601042098
256³ Pre-salt,Sample_00030,400.0,4000.0,499.57209,93.79829,0.1,81.22427335762492
256³ Pre-salt,Sample_00031,9200.0,3000.0,1.591457,1.4333139,3.066666666666667,9.937001125383846
256³ Pre-salt,Sample_00032,7600.0,600.0,65.157833,121.71862,12.666666666666666,86.80581350825464
256³ Pre-salt,Sample_00033,5800.0,1000.0,22.854214,29.682882,5.8,29.879251152544562
256³ Pre-salt,Sample_00034,2400.0,800.0,234.36757,240.18738,3.0,2.4831976540098912
256³ Pre-salt,Sample_00035,4600.0,2000.0,45.280774,38.760748,2.3,14.399104573609986
256³ Pre-salt,Sample_00036,6800.0,5800.0,7.6711343,4.0932217,1.1724137931034482,46.641245741193714
256³ Pre-salt,Sample_00037,8600.0,3600.0,5.0934241,4.3821728,2.388888888888889,13.96410913436405
256³ Pre-salt,Sample_00038,6400.0,2400.0,4.4293647,2.8855351,2.6666666666666665,34.85442506009948
256³ Pre-salt,Sample_00039,5200.0,3000.0,4.2149218,3.5313921,1.7333333333333334,16.216901105970692
256³ Pre-salt,Sample_00040,9800.0,800.0,16.16482,22.988051,12.25,42.21037413345772
256³ Pre-salt,Sample_00041,12400.0,14600.0,20.484271,17.457043,0.8493150684931506,14.778304778334563
256³ Pre-salt,Sample_00042,5000.0,4200.0,59.131602,59.062055,1.1904761904761905,0.11761392833564703
256³ Pre-salt,Sample_00043,3800.0,2200.0,29.241713,23.277704,1.7272727272727273,20.395552750278345
256³ Pre-salt,Sample_00044,2600.0,1200.0,83.414524,78.890191,2.1666666666666665,5.423915144561634
256³ Pre-salt,Sample_00045,5800.0,1400.0,12.384228,13.888931,4.142857142857143,12.15015582723444
256³ Pre-salt,Sample_00046,9000.0,8000.0,2.41306,-0.46489241,1.125,119.26567967642744
256³ Pre-salt,Sample_00047,1800.0,1600.0,103.9575,97.000864,1.125,6.691807709881432
256³ Pre-salt,Sample_00048,9600.0,1200.0,49.16405,63.023722,8.0,28.190663706509117
256³ Pre-salt,Sample_00049,8000.0,2000.0,11.99978,11.476191,4.0,4.363321660897112
256³ Pre-salt,Sample_00051,15600.0,1600.0,2.6216655,5.4719705,9.75,108.72115454851124
256³ Pre-salt,Sample_00052,9800.0,7600.0,68.682472,64.104761,1.2894736842105263,6.665035294594533
256³ Pre-salt,Sample_00056,7400.0,6400.0,30.010856,20.778205,1.15625,30.76437073304407
256³ Pre-salt,Sample_00059,3800.0,2800.0,110.97565,104.19505,1.3571428571428572,6.10998899308092
256³ Pre-salt,Sample_00060,6000.0,1200.0,94.435856,95.194791,5.0,0.803651316508418
256³ Pre-salt,Sample_00061,7000.0,1400.0,22.646205,35.303877,5.0,55.893126464235415
256³ Pre-salt,Sample_00063,4600.0,1400.0,73.309981,74.166755,3.2857142857142856,1.1687003438181243
256³ Pre-salt,Sample_00064,5600.0,1600.0,48.788912,52.430357,3.5,7.463673303475177
256³ Pre-salt,Sample_00065,9200.0,10200.0,65.16558,49.688702,0.9019607843137255,23.750080947641386
256³ Pre-salt,Sample_00066,10200.0,12200.0,12.504592,8.3068341,0.8360655737704918,33.56973102361117
256³ Pre-salt,Sample_00067,6600.0,6000.0,17.847842,16.45586,1.1,7.799161377605196
256³ Pre-salt,Sample_00068,13800.0,1600.0,7.8777769,17.252979,8.625,119.00822045366631
256³ Pre-salt,Sample_00069,4800.0,2200.0,12.029073,8.9916735,2.1818181818181817,25.250486882904454
256³ Pre-salt,Sample_00070,5200.0,2000.0,18.533166,14.678495,2.6,20.79877231985081
256³ Pre-salt,Sample_00075,6800.0,1400.0,13.900103,14.786559,4.857142857142857,6.377334038460009
256³ Pre-salt,Sample_00077,5600.0,4400.0,42.52075,43.312186,1.2727272727272727,1.8612936037111232
256³ Pre-salt,Sample_00079,3000.0,1400.0,82.943717,74.820287,2.142857142857143,9.793906390763766
256³ Pre-salt,Sample_00080,3200.0,1800.0,85.365473,81.392222,1.7777777777777777,4.654400497493865
256³ Pre-salt,Sample_00081,14000.0,600.0,8.2216361,42.909668,23.333333333333332,421.9115450755599
256³ Pre-salt,Sample_00082,5800.0,1600.0,17.672296,17.704638,3.625,0.18300961006990757
256³ Pre-salt,Sample_00083,7000.0,7200.0,20.677743,9.2509109,0.9722222222222222,55.26150557147365
256³ Pre-salt,Sample_00084,6400.0,1200.0,49.425447,61.917677,5.333333333333333,25.27489533883224
256³ Pre-salt,Sample_00085,4000.0,800.0,76.530381,82.70521,5.0,8.06846760634837
256³ Pre-salt,Sample_00086,4600.0,1400.0,36.037258,40.499341,3.2857142857142856,12.381860462302653
256³ Pre-salt,Sample_00088,8400.0,2400.0,15.07833,14.453621,3.5,4.14309144315053
256³ Pre-salt,Sample_00089,5200.0,5600.0,35.667375,23.758333,0.9285714285714286,33.38917428041733
256³ Pre-salt,Sample_00090,3400.0,1400.0,130.58629,112.9161,2.4285714285714284,13.531428146094044
256³ Pre-salt,Sample_00092,5400.0,2600.0,10.763121,8.7507124,2.076923076923077,18.6972589084523
256³ Pre-salt,Sample_00095,9200.0,9000.0,7.8319525,5.8100248,1.0222222222222221,25.816393804737707
256³ Pre-salt,Sample_00099,4200.0,1800.0,18.399538,18.717576,2.3333333333333335,1.728510791955762
256³ Pre-salt,Sample_00100,9400.0,400.0,90.546247,549.19598,23.5,506.53643656815507
256³ Pre-salt,Sample_00101,1400.0,1600.0,81.330471,68.996657,0.875,15.165059108043287
256³ Pre-salt,Sample_00103,4400.0,1200.0,46.639463,53.363157,3.6666666666666665,14.416319501791866
256³ Pre-salt,Sample_00104,8600.0,9200.0,22.212574,16.521466,0.9347826086956522,25.621109917292788
256³ Pre-salt,Sample_00105,10400.0,9400.0,8.8012093,6.5527977,1.1063829787234043,25.5466211898858
256³ Pre-salt,Sample_00106,3000.0,2200.0,34.876831,29.569365,1.3636363636363635,15.217741543089168
256³ Pre-salt,Sample_00110,2600.0,1800.0,130.04858,114.29787,1.4444444444444444,12.111404830410287
256³ Pre-salt,Sample_00111,7200.0,3400.0,37.713999,31.169777,2.1176470588235294,17.35223570430704
256³ Pre-salt,Sample_00112,13200.0,59600.0,6.5677931,-0.38696178,0.2214765100671141,105.89180831533807
256³ Pre-salt,Sample_00114,5000.0,1400.0,34.02617,38.246558,3.5714285714285716,12.4033589440128
256³ Pre-salt,Sample_00115,5000.0,4000.0,94.312741,91.05048,1.25,3.4589822810896877
256³ Pre-salt,Sample_00116,10800.0,3600.0,3.8865727,1.8349989,3.0,52.78619386175382
256³ Pre-salt,Sample_00117,35800.0,53800.0,3.5636204,-0.76499093,0.6654275092936803,121.46667838134499
256³ I.C Doddington,Sample_00000,2200.0,2200.0,444.44851,442.25992,1.0,0.4924282455126189
256³ I.C Doddington,Sample_00001,600.0,1600.0,1869.8891,1602.5037,0.375,14.299532523078513
256³ I.C Doddington,Sample_00002,3600.0,1800.0,179.66006,198.63513,2.0,10.56165182177943
256³ I.C Doddington,Sample_00003,1600.0,1000.0,704.31696,704.4943,1.6,0.02517900463449841
256³ I.C Doddington,Sample_00004,1200.0,800.0,946.84623,974.18957,1.5,2.88783322292998
256³ I.C Doddington,Sample_00005,400.0,2200.0,975.55736,677.71103,0.18181818181818182,30.530888516898685
256³ I.C Doddington,Sample_00006,3000.0,2600.0,384.26833,376.00143,1.1538461538461537,2.151335240143252
256³ I.C Doddington,Sample_00007,2200.0,1000.0,516.03819,543.20011,2.2,5.2635484207089425
256³ I.C Doddington,Sample_00008,5400.0,1600.0,102.69956,158.29822,3.375,54.13719396655641
256³ I.C Doddington,Sample_00009,2200.0,1200.0,322.13577,339.86053,1.8333333333333333,5.502263843596134
256³ I.C Doddington,Sample_00010,3400.0,2800.0,159.25948,156.29352,1.2142857142857142,1.8623443954482306
256³ I.C Doddington,Sample_00011,4000.0,2200.0,248.45259,255.71581,1.8181818181818181,2.9233826864111254
256³ I.C Doddington,Sample_00012,1200.0,800.0,287.78209,258.57913,1.5,10.1475946609464
256³ I.C Doddington,Sample_00013,3000.0,2600.0,376.07438,374.3125,1.1538461538461537,0.46849242960927545
256³ I.C Doddington,Sample_00014,2200.0,2000.0,472.5791,481.21995,1.1,1.8284452274762046
256³ I.C Doddington,Sample_00015,4000.0,3200.0,445.48142,439.87857,1.25,1.2577067748414714
256³ I.C Doddington,Sample_00016,1600.0,1600.0,566.74356,550.8223,1.0,2.8092529185510218
256³ I.C Doddington,Sample_00017,1600.0,1400.0,419.22504,409.57398,1.1428571428571428,2.3021191673092747
256³ I.C Doddington,Sample_00018,1600.0,2200.0,495.53483,468.19137,0.7272727272727273,5.517969342336642
256³ I.C Doddington,Sample_00019,1800.0,2000.0,477.81954,468.3065,0.9,1.9909273697764618
256³ I.C Doddington,Sample_00020,1600.0,1000.0,894.04343,881.86072,1.6,1.3626530424813847
256³ I.C Doddington,Sample_00021,1000.0,1400.0,249.45987,250.10376,0.7142857142857143,0.2581136597241067
256³ I.C Doddington,Sample_00022,2800.0,2200.0,383.88804,366.46731,1.2727272727272727,4.537971539827079
256³ I.C Doddington,Sample_00023,3000.0,2800.0,208.1093,205.79462,1.0714285714285714,1.112242461052909
256³ I.C Doddington,Sample_00024,2200.0,1400.0,748.36415,744.10056,1.5714285714285714,0.5697213047952687
256³ I.C Doddington,Sample_00025,1600.0,800.0,1163.2335,1138.8943,2.0,2.0923744029036406
256³ I.C Doddington,Sample_00026,3200.0,3800.0,171.7086,169.04795,0.8421052631578947,1.5495147010691392
256³ I.C Estaillades,Sample_00000,5400.0,1400.0,62.970203,56.818561,3.857142857142857,9.76913160022685
256³ I.C Estaillades,Sample_00003,3400.0,1600.0,18.944733,17.048904,2.125,10.00715607868424
256³ I.C Estaillades,Sample_00005,6400.0,1800.0,38.460093,41.20117,3.5555555555555554,7.1270680494714265
256³ I.C Estaillades,Sample_00006,12400.0,13000.0,59.548507,59.993951,0.9538461538461539,0.7480355468861746
256³ I.C Estaillades,Sample_00011,8600.0,2200.0,11.832899,20.854786,3.909090909090909,76.24409707207002
256³ I.C Estaillades,Sample_00012,5200.0,4000.0,17.842739,14.098392,1.3,20.985270254751814
256³ I.C Estaillades,Sample_00013,2600.0,800.0,124.40624,120.37911,3.25,3.2370803908228396
256³ I.C Estaillades,Sample_00014,5600.0,1200.0,78.042173,88.005642,4.666666666666667,12.766775471513316
256³ I.C Estaillades,Sample_00017,3600.0,3400.0,391.78389,393.02182,1.0588235294117647,0.31597266544063507
256³ I.C Estaillades,Sample_00019,4200.0,3600.0,80.589877,79.800343,1.1666666666666667,0.9796937647640327
256³ I.C Estaillades,Sample_00020,7800.0,7000.0,80.366038,79.805368,1.1142857142857143,0.6976454407270914
256³ I.C Estaillades,Sample_00022,8800.0,6000.0,11.060831,7.384454,1.4666666666666666,33.237801029597144
256³ I.C Estaillades,Sample_00024,5800.0,600.0,130.36613,209.38966,9.666666666666666,60.61661107835294
256³ I.C Estaillades,Sample_00025,20400.0,17600.0,14.644929,14.338521,1.1590909090909092,2.092246401467698
256³ I.C Estaillades,Sample_00026,2600.0,2200.0,51.586108,43.575517,1.1818181818181819,15.528581842227766
256³ I.C Ketton,Sample_00000,2600.0,2600.0,121.85836,122.76684,1.0,0.745521275684325
256³ I.C Ketton,Sample_00001,6200.0,6200.0,38.937102,36.742259,1.0,5.6368935726136105
256³ I.C Ketton,Sample_00002,9000.0,10400.0,48.555791,44.97429,0.8653846153846154,7.376053249755516
256³ I.C Ketton,Sample_00003,6600.0,5400.0,89.907654,85.302386,1.2222222222222223,5.122220183834399
256³ I.C Ketton,Sample_00004,8400.0,1000.0,36.103154,134.85151,8.4,273.5172555838196
256³ I.C Ketton,Sample_00005,10200.0,600.0,139.31411,396.1451,17.0,184.3538963856569
256³ I.C Ketton,Sample_00006,1600.0,1800.0,640.10129,614.0036,0.8888888888888888,4.077118794745742
256³ I.C Ketton,Sample_00010,6400.0,600.0,22.402099,55.499862,10.666666666666666,147.74402612898015
256³ I.C Ketton,Sample_00011,2200.0,2200.0,151.16814,150.56085,1.0,0.40173147595783487
256³ I.C Ketton,Sample_00013,400.0,2000.0,614.94431,398.9298,0.2,35.127491463413975
256³ I.C Ketton,Sample_00014,800.0,1000.0,814.49353,783.71167,0.8,3.7792639064916744
256³ I.C Ketton,Sample_00018,4800.0,4800.0,89.461118,89.584383,1.0,0.13778611619855177
256³ I.C Ketton,Sample_00020,4000.0,3200.0,25.051891,24.989009,1.25,0.25100699983087854
256³ I.C Ketton,Sample_00021,3200.0,3400.0,204.30306,204.08802,0.9411764705882353,0.10525539852412769
256³ I.C Ketton,Sample_00022,1600.0,1000.0,590.50176,570.17289,1.6,3.4426434224344966
256³ I.C Ketton,Sample_00023,1000.0,800.0,1260.4216,1250.5081,1.25,0.7865225413464738
256³ I.C Ketton,Sample_00024,2800.0,2600.0,510.79396,512.40541,1.0769230769230769,0.3154794547687944
