time Fx Fy Fz mu Vs As Js Xs vx vy vz absperm(mDa) absperm*(mDa)
238900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257057 760.33364 215.2985
238950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257058 760.33366 215.29851
239000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257058 760.33368 215.29851
239050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257059 760.3337 215.29852
239100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257059 760.33372 215.29852
239150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725706 760.33374 215.29853
239200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725706 760.33376 215.29854
239250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725706 760.33378 215.29854
239300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257061 760.3338 215.29855
239350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257061 760.33382 215.29855
239400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257062 760.33383 215.29856
239450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257062 760.33385 215.29856
239500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257063 760.33387 215.29857
239550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257063 760.33389 215.29857
239600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257063 760.33391 215.29858
239650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257064 760.33393 215.29858
239700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257064 760.33395 215.29859
239750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257065 760.33397 215.2986
239800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257065 760.33399 215.2986
239850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257066 760.33401 215.29861
239900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257066 760.33403 215.29861
239950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257066 760.33404 215.29862
240000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257067 760.33406 215.29862
240050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257067 760.33408 215.29863
240100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257068 760.3341 215.29863
240150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257068 760.33412 215.29864
240200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257069 760.33414 215.29864
240250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257069 760.33416 215.29865
240300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725707 760.33418 215.29865
240350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725707 760.3342 215.29866
240400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725707 760.33422 215.29867
240450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257071 760.33423 215.29867
240500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257071 760.33425 215.29868
240550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257072 760.33427 215.29868
240600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257072 760.33429 215.29869
240650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257073 760.33431 215.29869
240700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257073 760.33433 215.2987
240750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257073 760.33435 215.2987
240800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257074 760.33437 215.29871
240850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257074 760.33439 215.29871
240900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257075 760.33441 215.29872
240950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257075 760.33443 215.29872
241000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257076 760.33444 215.29873
241050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257076 760.33446 215.29874
241100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257076 760.33448 215.29874
241150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257077 760.3345 215.29875
241200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257077 760.33452 215.29875
241250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257078 760.33454 215.29876
241300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257078 760.33456 215.29876
241350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257079 760.33458 215.29877
241400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257079 760.3346 215.29877
241450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257079 760.33462 215.29878
241500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725708 760.33463 215.29878
241550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725708 760.33465 215.29879
241600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257081 760.33467 215.29879
241650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257081 760.33469 215.2988
241700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257082 760.33471 215.29881
241750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257082 760.33473 215.29881
241800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257082 760.33475 215.29882
241850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257083 760.33477 215.29882
241900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257083 760.33479 215.29883
241950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257084 760.3348 215.29883
242000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257084 760.33482 215.29884
242050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257085 760.33484 215.29884
242100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257085 760.33486 215.29885
242150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257085 760.33488 215.29885
242200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257086 760.3349 215.29886
242250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257086 760.33492 215.29886
242300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257087 760.33494 215.29887
242350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257087 760.33496 215.29888
242400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257088 760.33498 215.29888
242450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257088 760.33499 215.29889
242500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257088 760.33501 215.29889
242550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257089 760.33503 215.2989
242600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257089 760.33505 215.2989
242650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725709 760.33507 215.29891
242700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725709 760.33509 215.29891
242750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257091 760.33511 215.29892
242800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257091 760.33513 215.29892
242850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257091 760.33515 215.29893
242900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257092 760.33516 215.29893
242950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257092 760.33518 215.29894
243000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257093 760.3352 215.29894
243050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257093 760.33522 215.29895
243100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257094 760.33524 215.29896
243150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257094 760.33526 215.29896
243200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257094 760.33528 215.29897
243250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257095 760.3353 215.29897
243300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257095 760.33532 215.29898
243350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257096 760.33533 215.29898
243400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257096 760.33535 215.29899
243450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257097 760.33537 215.29899
243500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257097 760.33539 215.299
243550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257097 760.33541 215.299
243600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257098 760.33543 215.29901
243650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257098 760.33545 215.29901
243700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257099 760.33547 215.29902
243750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257099 760.33549 215.29902
243800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.000172571 760.3355 215.29903
243850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.000172571 760.33552 215.29904
243900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.000172571 760.33554 215.29904
243950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257101 760.33556 215.29905
244000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257101 760.33558 215.29905
244050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257102 760.3356 215.29906
244100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257102 760.33562 215.29906
244150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257103 760.33564 215.29907
244200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257103 760.33565 215.29907
244250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257103 760.33567 215.29908
244300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257104 760.33569 215.29908
244350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257104 760.33571 215.29909
244400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257105 760.33573 215.29909
244450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257105 760.33575 215.2991
244500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257106 760.33577 215.2991
244550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257106 760.33579 215.29911
244600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257106 760.33581 215.29912
244650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257107 760.33582 215.29912
244700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257107 760.33584 215.29913
244750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257108 760.33586 215.29913
244800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257108 760.33588 215.29914
244850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257109 760.3359 215.29914
244900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257109 760.33592 215.29915
244950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257109 760.33594 215.29915
245000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725711 760.33596 215.29916
245050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725711 760.33597 215.29916
245100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257111 760.33599 215.29917
245150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257111 760.33601 215.29917
245200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257112 760.33603 215.29918
245250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257112 760.33605 215.29918
245300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257112 760.33607 215.29919
245350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257113 760.33609 215.2992
245400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257113 760.33611 215.2992
245450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257114 760.33612 215.29921
245500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257114 760.33614 215.29921
245550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257115 760.33616 215.29922
245600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257115 760.33618 215.29922
245650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257115 760.3362 215.29923
245700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257116 760.33622 215.29923
245750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257116 760.33624 215.29924
245800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257117 760.33626 215.29924
245850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257117 760.33627 215.29925
245900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257118 760.33629 215.29925
245950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257118 760.33631 215.29926
246000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257118 760.33633 215.29926
246050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257119 760.33635 215.29927
246100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257119 760.33637 215.29927
246150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725712 760.33639 215.29928
246200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725712 760.33641 215.29929
246250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257121 760.33642 215.29929
246300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257121 760.33644 215.2993
246350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257121 760.33646 215.2993
246400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257122 760.33648 215.29931
246450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257122 760.3365 215.29931
246500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257123 760.33652 215.29932
246550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257123 760.33654 215.29932
246600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257123 760.33656 215.29933
246650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257124 760.33657 215.29933
246700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257124 760.33659 215.29934
246750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257125 760.33661 215.29934
246800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257125 760.33663 215.29935
246850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257126 760.33665 215.29935
246900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257126 760.33667 215.29936
246950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257126 760.33669 215.29936
247000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257127 760.3367 215.29937
247050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257127 760.33672 215.29938
247100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257128 760.33674 215.29938
247150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257128 760.33676 215.29939
247200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257129 760.33678 215.29939
247250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257129 760.3368 215.2994
247300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257129 760.33682 215.2994
247350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725713 760.33684 215.29941
247400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725713 760.33685 215.29941
247450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257131 760.33687 215.29942
247500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257131 760.33689 215.29942
247550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257132 760.33691 215.29943
247600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257132 760.33693 215.29943
247650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257132 760.33695 215.29944
247700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257133 760.33697 215.29944
247750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257133 760.33698 215.29945
247800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257134 760.337 215.29945
247850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257134 760.33702 215.29946
247900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257134 760.33704 215.29947
247950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257135 760.33706 215.29947
248000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257135 760.33708 215.29948
248050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257136 760.3371 215.29948
248100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257136 760.33711 215.29949
248150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257137 760.33713 215.29949
248200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257137 760.33715 215.2995
248250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257137 760.33717 215.2995
248300 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257138 760.33719 215.29951
248350 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257138 760.33721 215.29951
248400 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257139 760.33723 215.29952
248450 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257139 760.33724 215.29952
248500 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725714 760.33726 215.29953
248550 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725714 760.33728 215.29953
248600 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.0001725714 760.3373 215.29954
248650 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257141 760.33732 215.29954
248700 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257141 760.33734 215.29955
248750 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257142 760.33736 215.29955
248800 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257142 760.33737 215.29956
248850 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257143 760.33739 215.29957
248900 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257143 760.33741 215.29957
248950 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257143 760.33743 215.29958
249000 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257144 760.33745 215.29958
249050 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257144 760.33747 215.29959
249100 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257145 760.33749 215.29959
249150 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257145 760.3375 215.2996
249200 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257145 760.33752 215.2996
249250 0 0 0 0.33333333 1238694 118207.07 -11296.905 58 4.2596873e-05 -3.441882e-05 0.00017257146 760.33754 215.29961
